Number of atoms removed: 4872
Problematic atoms:
{('P', 'e443', 'e338')}
('Q', 'e443', 'e480')
('Rg', 'e219', 'e189')
('Q', 'e2024', 'e325')
('P', 'e1103', 'e915')
('Q', 'e1520', 'e1774')
('Q', 'e189', 'e480')
('ML', 'e502', 'e219')
('Rg', 'e1454', 'e1927')
('ML', 'e2448', 'e1103')
('Q', 'e1104', 'e105')
('Q', 'e802', 'e370')
('Rg', 'e658', 'e1005')
('Q', 'e802', 'e31')
('Q', 'e1295', 'e1295')
('ML', 'e1299', 'e363')
('Rg', 'e175', 'e298')
('Q', 'e274', 'e105')
('Rg', 'e175', 'e323')
('Q', 'e1774', 'e272')
('Q', 'e201', 'e1005')
('ML', 'e1140', 'e443')
('ML', 'e94', 'e1104')
('Q', 'e311', 'e1891')
('Q', 'e298', 'e1774')
('P', 'e354', 'e901')
('ML', 'e1567', 'e833')
('Q', 'e912', 'e1774')
('Q', 'e472', 'e802')
('Rg', 'e62', 'e89')
('ML', 'e1248', 'e105')
('ML', 'e933', 'e485')
('ML', 'e357', 'e1295')
('Q', 'e1103', 'e446')
('Rg', 'e298', 'e1162')
('Rg', 'e370', 'e1454')
('Rg', 'e0', 'e443')
('ML', 'e2095', 'e1891')
('Q', 'e330', 'e823')
('P', 'e62', 'e148')
('P', 'e166', 'e2365')
('Q', 'e363', 'e0')
('P', 'e651', 'e94')
('ML', 'e357', 'e1162')
('Q', 'e31', 'e248')
('Rg', 'e443', 'e912')
('Q', 'e443', 'e495')
('Q', 'e1891', 'e472')
('Q', 'e89', 'e309')
('Q', 'e823', 'e446')
('Q', 'e62', 'e325')
('Q', 'e485', 'e1927')
('Rg', 'e472', 'e443')
('ML', 'e947', 'e651')
('ML', 'e947', 'e711')
('Q', 'e201', 'e1103')
('Q', 'e60', 'e2024')
('Q', 'e325', 'e472')
('Rg', 'e502', 'e495')
('Q', 'e485', 'e472')
('Q', 'e480', 'e325')
('Rg', 'e58', 'e1005')
('Rg', 'e105', 'e219')
('Q', 'e823', 'e485')
('ML', 'e28', 'e272')
('Q', 'e1155', 'e622')
('Rg', 'e363', 'e325')
('ML', 'e28', 'e1138')
('P', 'e651', 'e1567')
('Rg', 'e274', 'e510')
('P', 'e823', 'e1359')
('Q', 'e219', 'e446')
('P', 'e480', 'e1299')
('Rg', 'e1005', 'e495')
('P', 'e651', 'e1290')
('Rg', 'e1454', 'e58')
('Q', 'e189', 'e1005')
('Q', 'e105', 'e2')
('Q', 'e0', 'e443')
('P', 'e510', 'e2448')
('Q', 'e370', 'e0')
('Rg', 'e446', 'e1927')
('ML', 'e94', 'e105')
('Rg', 'e47', 'e175')
('Q', 'e1138', 'e823')
('P', 'e480', 'e913')
('ML', 'e514', 'e502')
('Q', 'e139', 'e175')
('Q', 'e47', 'e472')
('Q', 'e1774', 'e495')
('Rg', 'e175', 'e1005')
('Rg', 'e105', 'e1162')
('Q', 'e323', 'e1520')
('Rg', 'e472', 'e2')
('Q', 'e833', 'e309')
('Q', 'e311', 'e370')
('Rg', 'e370', 'e62')
('Rg', 'e298', 'e1950')
('Q', 'e495', 'e139')
('P', 'e274', 'e1567')
('Q', 'e472', 'e443')
('Rg', 'e58', 'e1103')
('Rg', 'e60', 'e89')
('P', 'e354', 'e2448')
('Q', 'e443', 'e1103')
('Rg', 'e201', 'e502')
('Rg', 'e38', 'e60')
('Q', 'e495', 'e31')
('Q', 'e272', 'e2')
('ML', 'e133', 'e1155')
('P', 'e323', 'e68')
('P', 'e219', 'e81')
('Q', 'e189', 'e1103')
('Q', 'e651', 'e309')
('Q', 'e495', 'e1809')
('P', 'e363', 'e1344')
('Q', 'e1927', 'e274')
('ML', 'e331', 'e189')
('Rg', 'e1927', 'e1891')
('Rg', 'e1809', 'e298')
('ML', 'e1491', 'e0')
('Q', 'e0', 'e1774')
('ML', 'e514', 'e89')
('Q', 'e0', 'e2')
('Q', 'e472', 'e833')
('Q', 'e38', 'e472')
('Rg', 'e330', 'e105')
('Q', 'e2024', 'e166')
('Rg', 'e1809', 'e480')
('Q', 'e1774', 'e1005')
('Rg', 'e175', 'e1103')
('P', 'e711', 'e2448')
('P', 'e1809', 'e181')
('Q', 'e658', 'e274')
('Q', 'e274', 'e175')
('ML', 'e443', 'e31')
('Rg', 'e510', 'e1162')
('P', 'e1927', 'e1248')
('ML', 'e514', 'e1776')
('Rg', 'e248', 'e219')
('ML', 'e338', 'e323')
('Rg', 'e1927', 'e502')
('Q', 'e485', 'e363')
('Rg', 'e485', 'e323')
('Q', 'e201', 'e1891')
('Q', 'e89', 'e472')
('Rg', 'e485', 'e298')
('Rg', 'e89', 'e58')
('Q', 'e472', 'e1774')
('Q', 'e472', 'e2')
('ML', 'e28', 'e495')
('Q', 'e802', 'e446')
('Q', 'e1295', 'e309')
('P', 'e1155', 'e933')
('P', 'e274', 'e2243')
('Rg', 'e485', 'e480')
('Q', 'e60', 'e1520')
('Q', 'e658', 'e1950')
('Rg', 'e658', 'e502')
('ML', 'e611', 'e105')
('ML', 'e947', 'e485')
('Rg', 'e248', 'e1162')
('Rg', 'e105', 'e1950')
('ML', 'e2448', 'e139')
('Q', 'e47', 'e363')
('Rg', 'e802', 'e325')
('Q', 'e1891', 'e248')
('ML', 'e1359', 'e89')
('Rg', 'e325', 'e802')
('Q', 'e323', 'e47')
('Rg', 'e89', 'e363')
('Rg', 'e201', 'e370')
('Q', 'e495', 'e711')
('P', 'e833', 'e1299')
('Q', 'e502', 'e1162')
('P', 'e64', 'e2365')
('Q', 'e1809', 'e298')
('P', 'e323', 'e1344')
('Q', 'e1138', 'e2024')
('Q', 'e31', 'e833')
('Rg', 'e201', 'e1809')
('Q', 'e1809', 'e480')
('Q', 'e105', 'e0')
('P', 'e31', 'e3728')
('Rg', 'e711', 'e1162')
('Rg', 'e485', 'e495')
('Q', 'e1005', 'e1162')
('ML', 'e933', 'e1162')
('Rg', 'e323', 'e1155')
('Q', 'e1103', 'e219')
('Q', 'e1104', 'e1155')
('Rg', 'e495', 'e60')
('ML', 'e331', 'e1138')
('Q', 'e443', 'e1891')
('ML', 'e148', 'e1950')
('Q', 'e2', 'e64')
('Rg', 'e38', 'e323')
('Rg', 'e1155', 'e175')
('Rg', 'e510', 'e1950')
('P', 'e1927', 'e1299')
('Q', 'e2', 'e651')
('Rg', 'e1927', 'e1809')
('Rg', 'e2', 'e189')
('Rg', 'e38', 'e480')
('Q', 'e1776', 'e1927')
('ML', 'e60', 'e248')
('Q', 'e658', 'e325')
('Q', 'e248', 'e1162')
('P', 'e166', 'e94')
('Q', 'e651', 'e472')
('Q', 'e272', 'e0')
('Q', 'e443', 'e502')
('Rg', 'e658', 'e31')
('Q', 'e175', 'e274')
('Q', 'e1809', 'e495')
('Rg', 'e175', 'e1891')
('Q', 'e325', 'e802')
('Q', 'e0', 'e702')
('Q', 'e89', 'e363')
('Q', 'e201', 'e370')
('ML', 'e181', 'e480')
('Q', 'e510', 'e189')
('Rg', 'e1103', 'e2024')
('Q', 'e1776', 'e472')
('Q', 'e201', 'e1809')
('Q', 'e60', 'e47')
('Rg', 'e272', 'e62')
('Rg', 'e166', 'e274')
('Rg', 'e189', 'e370')
('Rg', 'e201', 'e711')
('Rg', 'e175', 'e502')
('Rg', 'e1809', 'e1103')
('Rg', 'e833', 'e499')
('Rg', 'e446', 'e510')
('Q', 'e219', 'e219')
('Q', 'e2024', 'e510')
('ML', 'e76', 'e658')
('P', 'e480', 'e788')
('Rg', 'e502', 'e502')
('Q', 'e622', 'e309')
('Rg', 'e274', 'e702')
('Rg', 'e495', 'e272')
('Q', 'e833', 'e58')
('ML', 'e68', 'e823')
('Q', 'e1295', 'e472')
('Rg', 'e274', 'e1454')
('Rg', 'e1295', 'e58')
('Q', 'e1155', 'e139')
('Q', 'e219', 'e1295')
('P', 'e298', 'e514')
('Rg', 'e1005', 'e502')
('Rg', 'e711', 'e1950')
('ML', 'e338', 'e1103')
('Q', 'e1005', 'e1950')
('Rg', 'e510', 'e325')
('Rg', 'e1927', 'e711')
('P', 'e1155', 'e3728')
('Q', 'e219', 'e1162')
('P', 'e446', 'e1567')
('Q', 'e298', 'e1104')
('Q', 'e58', 'e325')
('P', 'e139', 'e1472')
('Q', 'e1138', 'e1520')
('Rg', 'e139', 'e323')
('ML', 'e2243', 'e1520')
('P', 'e651', 'e357')
('Rg', 'e139', 'e298')
('Rg', 'e58', 'e31')
('Rg', 'e31', 'e309')
('Q', 'e912', 'e201')
('Rg', 'e219', 'e2024')
('Q', 'e711', 'e189')
('Q', 'e495', 'e485')
('ML', 'e443', 'e446')
('ML', 'e2095', 'e485')
('P', 'e711', 'e915')
('Q', 'e443', 'e370')
('Q', 'e443', 'e31')
('Rg', 'e139', 'e480')
('Rg', 'e58', 'e1809')
('Rg', 'e502', 'e89')
('Q', 'e166', 'e274')
('ML', 'e143', 'e298')
('ML', 'e354', 'e38')
('Rg', 'e495', 'e323')
('Q', 'e62', 'e510')
('Q', 'e189', 'e370')
('Q', 'e189', 'e31')
('Q', 'e443', 'e1809')
('Q', 'e139', 'e272')
('Rg', 'e495', 'e298')
('ML', 'e514', 'e446')
('Q', 'e189', 'e1809')
('Q', 'e833', 'e499')
('Rg', 'e802', 'e499')
('Q', 'e298', 'e38')
('Rg', 'e502', 'e1776')
('Q', 'e633', 'e1520')
('Rg', 'e175', 'e370')
('P', 'e272', 'e1344')
('Q', 'e31', 'e658')
('Q', 'e446', 'e175')
('P', 'e175', 'e1299')
('P', 'e1005', 'e148')
('P', 'e1454', 'e1299')
('Q', 'e309', 'e309')
('Rg', 'e64', 'e622')
('P', 'e363', 'e1140')
('Rg', 'e1005', 'e1776')
('Q', 'e1776', 'e363')
('Rg', 'e105', 'e1927')
('Q', 'e1005', 'e325')
('P', 'e354', 'e81')
('ML', 'e651', 'e443')
('P', 'e175', 'e913')
('ML', 'e933', 'e325')
('Rg', 'e363', 'e510')
('Q', 'e802', 'e219')
('P', 'e354', 'e338')
('ML', 'e947', 'e1162')
('Q', 'e325', 'e833')
('Q', 'e1927', 'e166')
('Rg', 'e651', 'e802')
('Q', 'e139', 'e298')
('ML', 'e143', 'e495')
('Rg', 'e1809', 'e1891')
('ML', 'e1472', 'e823')
('Rg', 'e1950', 'e175')
('Rg', 'e495', 'e495')
('ML', 'e1363', 'e1295')
('ML', 'e28', 'e502')
('Rg', 'e58', 'e711')
('Q', 'e298', 'e105')
('Q', 'e658', 'e166')
('Q', 'e443', 'e711')
('Q', 'e274', 'e272')
('Q', 'e802', 'e1162')
('Q', 'e443', 'e651')
('Rg', 'e1927', 'e446')
('Q', 'e912', 'e105')
('Q', 'e189', 'e711')
('Q', 'e325', 'e1774')
('P', 'e802', 'e157')
('Q', 'e622', 'e472')
('Q', 'e47', 'e833')
('ML', 'e60', 'e833')
('Rg', 'e139', 'e1005')
('Q', 'e1454', 'e189')
('Rg', 'e0', 'e38')
('Q', 'e1776', 'e248')
('Rg', 'e443', 'e274')
('P', 'e823', 'e1344')
('Q', 'e711', 'e1138')
('ML', 'e2243', 'e64')
('Q', 'e833', 'e802')
('ML', 'e651', 'e2')
('Rg', 'e175', 'e711')
('Rg', 'e480', 'e38')
('ML', 'e143', 'e1005')
('Q', 'e823', 'e325')
('Q', 'e201', 'e446')
('Q', 'e1162', 'e166')
('ML', 'e1567', 'e105')
('Rg', 'e495', 'e1005')
('Q', 'e139', 'e495')
('Q', 'e499', 'e274')
('Rg', 'e485', 'e502')
('Rg', 'e1927', 'e485')
('ML', 'e913', 'e502')
('Rg', 'e219', 'e89')
('ML', 'e1290', 'e823')
('Q', 'e274', 'e298')
('Rg', 'e1891', 'e658')
('Q', 'e651', 'e802')
('Rg', 'e472', 'e38')
('Q', 'e363', 'e175')
('Rg', 'e89', 'e1774')
('Q', 'e1104', 'e823')
('Q', 'e633', 'e64')
('Rg', 'e330', 'e175')
('Q', 'e1950', 'e309')
('Rg', 'e658', 'e485')
('Q', 'e38', 'e833')
('P', 'e354', 'e514')
('Q', 'e1774', 'e64')
('Q', 'e309', 'e1927')
('Q', 'e502', 'e1927')
('ML', 'e357', 'e248')
('ML', 'e76', 'e1104')
('P', 'e443', 'e915')
('Rg', 'e298', 'e510')
('Q', 'e58', 'e354')
('Q', 'e472', 'e1104')
('Rg', 'e480', 'e105')
('Rg', 'e1103', 'e64')
('Rg', 'e105', 'e363')
('Q', 'e0', 'e38')
('ML', 'e357', 'e510')
('Rg', 'e1809', 'e370')
('Q', 'e309', 'e472')
('Q', 'e89', 'e833')
('P', 'e189', 'e788')
('Rg', 'e309', 'e58')
('Rg', 'e1454', 'e658')
('Rg', 'e58', 'e446')
('Q', 'e510', 'e823')
('Rg', 'e1809', 'e1809')
('ML', 'e338', 'e139')
('Q', 'e274', 'e495')
('Q', 'e64', 'e274')
('Q', 'e443', 'e446')
('Rg', 'e446', 'e1454')
('Q', 'e2024', 'e1454')
('Q', 'e2024', 'e0')
('ML', 'e338', 'e370')
('Q', 'e1891', 'e658')
('ML', 'e788', 'e472')
('ML', 'e338', 'e31')
('Rg', 'e38', 'e502')
('Rg', 'e485', 'e31')
('Q', 'e311', 'e1162')
('Rg', 'e1104', 'e38')
('P', 'e0', 'e331')
('Q', 'e472', 'e38')
('Q', 'e89', 'e1774')
('ML', 'e338', 'e1809')
('Rg', 'e485', 'e1809')
('Rg', 'e166', 'e499')
('Rg', 'e175', 'e446')
('ML', 'e913', 'e1809')
('Q', 'e833', 'e443')
('Rg', 'e58', 'e485')
('Rg', 'e1155', 'e323')
('Q', 'e354', 'e219')
('Q', 'e622', 'e354')
('ML', 'e933', 'e166')
('Rg', 'e1155', 'e298')
('P', 'e2024', 'e1491')
('Q', 'e443', 'e485')
('P', 'e330', 'e2365')
('ML', 'e94', 'e323')
('ML', 'e1344', 'e1891')
('ML', 'e94', 'e298')
('Q', 'e1103', 'e472')
('Q', 'e189', 'e485')
('Q', 'e31', 'e201')
('ML', 'e947', 'e325')
('ML', 'e28', 'e651')
('Q', 'e658', 'e510')
('Q', 'e485', 'e658')
('P', 'e1162', 'e1290')
('P', 'e58', 'e901')
('Q', 'e651', 'e443')
('P', 'e802', 'e148')
('Q', 'e1809', 'e31')
('Q', 'e298', 'e175')
('P', 'e272', 'e76')
('Rg', 'e105', 'e510')
Total number of unique groundings with original dataset:639733
Number of groundings per level with original dataset:
Level 0. Number of groundings: 630270
Level 1. Number of groundings: 28714
Total number of unique groundings with new dataset:822164
Number of groundings per level with new dataset:
Level 0. Number of groundings: 814132
Level 1. Number of groundings: 50068
