Assuming 9 as type relation
Loading files... 
  Starting train_nations.tsv
  Finished train_nations.tsv, still running: 0
Loaded 1592 facts in 46 ms using -3 MB
Using HeadCoverage as pruning metric with minimum threshold 0.01
Using recursivity limit 3
Default mining assistant that defines support by counting support on both head variables
No minimum threshold on standard confidence
Filtering on PCA confidence with minimum threshold 0.1
Constants in the arguments of relations are disabled
Lossless (query refinement) heuristics enabled
MRT calls: 0
Starting the mining phase... Using 4 threads
Rule	Head Coverage	Std Confidence	PCA Confidence	Positive Examples	Body size	PCA Body size	Functional variable
?b  exports3  ?a  ?a  independence  ?b   => ?a  embassy  ?b	0.07	0.7	0.7	7	10	10	-1
?a  blockpositionindex  ?b  ?b  exports3  ?a   => ?a  embassy  ?b	0.06	1	1	6	6	6	-1
?a  exportbooks  ?b  ?b  exports3  ?a   => ?a  embassy  ?b	0.06	1	1	6	6	6	-1
?b  exports3  ?a  ?a  relexportbooks  ?b   => ?a  embassy  ?b	0.05	0.833333333	0.833333333	5	6	6	-1
?a  economicaid  ?b  ?b  exports3  ?a   => ?a  embassy  ?b	0.05	0.714285714	0.714285714	5	7	7	-1
?b  exports3  ?a  ?a  relngo  ?b   => ?a  embassy  ?b	0.05	0.714285714	0.714285714	5	7	7	-1
?b  exports3  ?a  ?a  negativebehavior  ?b   => ?a  embassy  ?b	0.03	0.75	0.75	3	4	4	-1
?a  boycottembargo  ?b  ?b  exports3  ?a   => ?a  embassy  ?b	0.02	1	1	2	2	2	-1
?b  exports3  ?a  ?a  relbooktranslations  ?b   => ?a  embassy  ?b	0.01	1	1	1	1	1	-1
?b  exports3  ?a  ?a  negativecomm  ?b   => ?a  embassy  ?b	0.01	1	1	1	1	1	-1
?b  booktranslations  ?a  ?b  exports3  ?a   => ?a  embassy  ?b	0.09	0.818181818	0.818181818	9	11	11	-1
?b  exports3  ?a  ?b  relbooktranslations  ?a   => ?a  embassy  ?b	0.08	0.888888889	0.888888889	8	9	9	-1
?b  exports3  ?a  ?b  relstudents  ?a   => ?a  embassy  ?b	0.05	1	1	5	5	5	-1
?b  exports3  ?a  ?b  students  ?a   => ?a  embassy  ?b	0.04	0.8	0.8	4	5	5	-1
?b  exports3  ?a  ?b  tourism3  ?a   => ?a  embassy  ?b	0.04	1	1	4	4	4	-1
?b  exports3  ?a  ?b  negativecomm  ?a   => ?a  embassy  ?b	0.03	1	1	3	3	3	-1
?b  accusation  ?a  ?b  exports3  ?a   => ?a  embassy  ?b	0.03	0.75	0.75	3	4	4	-1
?b  exports3  ?a  ?b  relexportbooks  ?a   => ?a  embassy  ?b	0.02	1	1	2	2	2	-1
?b  eemigrants  ?a  ?b  exports3  ?a   => ?a  embassy  ?b	0.02	1	1	2	2	2	-1
?b  exports3  ?a  ?b  relemigrants  ?a   => ?a  embassy  ?b	0.02	1	1	2	2	2	-1
?b  emigrants3  ?a  ?b  exports3  ?a   => ?a  embassy  ?b	0.02	1	1	2	2	2	-1
?b  exports3  ?a  ?b  pprotests  ?a   => ?a  embassy  ?b	0.01	1	1	1	1	1	-1
?b  relbooktranslations  ?a  ?a  weightedunvote  ?b   => ?a  embassy  ?b	0.14	0.933333333	0.933333333	14	15	15	-1
?a  commonbloc1  ?b  ?b  relbooktranslations  ?a   => ?a  embassy  ?b	0.12	1	1	12	12	12	-1
?a  ngo  ?b  ?b  relbooktranslations  ?a   => ?a  embassy  ?b	0.1	0.909090909	0.909090909	10	11	11	-1
?b  relbooktranslations  ?a  ?a  reltourism  ?b   => ?a  embassy  ?b	0.09	1	1	9	9	9	-1
?a  blockpositionindex  ?b  ?b  relbooktranslations  ?a   => ?a  embassy  ?b	0.09	0.9	0.9	9	10	10	-1
?a  independence  ?b  ?b  relbooktranslations  ?a   => ?a  embassy  ?b	0.08	0.888888889	0.888888889	8	9	9	-1
?a  intergovorgs3  ?b  ?b  relbooktranslations  ?a   => ?a  embassy  ?b	0.09	0.9	0.9	9	10	10	-1
?a  ngoorgs3  ?b  ?b  relbooktranslations  ?a   => ?a  embassy  ?b	0.07	0.875	0.875	7	8	8	-1
?a  negativebehavior  ?b  ?b  relbooktranslations  ?a   => ?a  embassy  ?b	0.07	0.875	0.875	7	8	8	-1
?b  relbooktranslations  ?a  ?a  unweightedunvote  ?b   => ?a  embassy  ?b	0.07	0.875	0.875	7	8	8	-1
?a  boycottembargo  ?b  ?b  relbooktranslations  ?a   => ?a  embassy  ?b	0.03	1	1	3	3	3	-1
?a  booktranslations  ?b  ?b  relbooktranslations  ?a   => ?a  embassy  ?b	0.03	1	1	3	3	3	-1
?a  pprotests  ?b  ?b  relbooktranslations  ?a   => ?a  embassy  ?b	0.02	1	1	2	2	2	-1
?a  nonviolentbehavior  ?b  ?b  relbooktranslations  ?a   => ?a  embassy  ?b	0.02	1	1	2	2	2	-1
?b  relbooktranslations  ?a  ?a  relbooktranslations  ?b   => ?a  embassy  ?b	0.02	1	1	2	2	2	-1
?a  expeldiplomats  ?b  ?b  relbooktranslations  ?a   => ?a  embassy  ?b	0.02	1	1	2	2	2	-1
?b  relbooktranslations  ?a  ?a  reldiplomacy  ?b   => ?a  embassy  ?b	0.01	1	1	1	1	1	-1
?b  relbooktranslations  ?a  ?a  unoffialacts  ?b   => ?a  embassy  ?b	0.01	1	1	1	1	1	-1
?a  aidenemy  ?b  ?b  relbooktranslations  ?a   => ?a  embassy  ?b	0.01	1	1	1	1	1	-1
?b  relbooktranslations  ?a  ?a  warning  ?b   => ?a  embassy  ?b	0.01	1	1	1	1	1	-1
?b  relbooktranslations  ?a  ?b  relstudents  ?a   => ?a  embassy  ?b	0.07	0.875	0.875	7	8	8	-1
?b  relbooktranslations  ?a  ?b  students  ?a   => ?a  embassy  ?b	0.07	0.875	0.875	7	8	8	-1
?b  officialvisits  ?a  ?b  relbooktranslations  ?a   => ?a  embassy  ?b	0.05	1	1	5	5	5	-1
?b  negativecomm  ?a  ?b  relbooktranslations  ?a   => ?a  embassy  ?b	0.06	1	1	6	6	6	-1
?b  relbooktranslations  ?a  ?b  tourism3  ?a   => ?a  embassy  ?b	0.04	1	1	4	4	4	-1
?b  dependent  ?a  ?b  relbooktranslations  ?a   => ?a  embassy  ?b	0.04	1	1	4	4	4	-1
?b  relbooktranslations  ?a  ?b  relemigrants  ?a   => ?a  embassy  ?b	0.03	1	1	3	3	3	-1
?b  pprotests  ?a  ?b  relbooktranslations  ?a   => ?a  embassy  ?b	0.04	1	1	4	4	4	-1
?b  boycottembargo  ?a  ?b  relbooktranslations  ?a   => ?a  embassy  ?b	0.02	1	1	2	2	2	-1
?b  relbooktranslations  ?a  ?b  severdiplomatic  ?a   => ?a  embassy  ?b	0.01	1	1	1	1	1	-1
?b  relbooktranslations  ?a  ?b  relexportbooks  ?a   => ?a  embassy  ?b	0.01	1	1	1	1	1	-1
?b  officialvisits  ?a  ?a  relngo  ?b   => ?a  embassy  ?b	0.11	0.916666667	0.916666667	11	12	12	-1
?a  conferences  ?b  ?b  officialvisits  ?a   => ?a  embassy  ?b	0.11	0.785714286	0.785714286	11	14	14	-1
?b  officialvisits  ?a  ?a  timesinceally  ?b   => ?a  embassy  ?b	0.11	0.916666667	0.916666667	11	12	12	-1
?b  officialvisits  ?a  ?a  reldiplomacy  ?b   => ?a  embassy  ?b	0.1	0.833333333	0.833333333	10	12	12	-1
?a  intergovorgs3  ?b  ?b  officialvisits  ?a   => ?a  embassy  ?b	0.1	0.909090909	0.909090909	10	11	11	-1
?a  commonbloc1  ?b  ?b  officialvisits  ?a   => ?a  embassy  ?b	0.08	0.8	0.8	8	10	10	-1
?b  officialvisits  ?a  ?a  relintergovorgs  ?b   => ?a  embassy  ?b	0.08	0.888888889	0.888888889	8	9	9	-1
?a  independence  ?b  ?b  officialvisits  ?a   => ?a  embassy  ?b	0.08	0.888888889	0.888888889	8	9	9	-1
?a  intergovorgs  ?b  ?b  officialvisits  ?a   => ?a  embassy  ?b	0.08	0.888888889	0.888888889	8	9	9	-1
?a  booktranslations  ?b  ?b  officialvisits  ?a   => ?a  embassy  ?b	0.08	1	1	8	8	8	-1
?b  officialvisits  ?a  ?a  relexports  ?b   => ?a  embassy  ?b	0.08	0.888888889	0.888888889	8	9	9	-1
?a  ngo  ?b  ?b  officialvisits  ?a   => ?a  embassy  ?b	0.07	0.875	0.875	7	8	8	-1
?a  blockpositionindex  ?b  ?b  officialvisits  ?a   => ?a  embassy  ?b	0.07	0.875	0.875	7	8	8	-1
?a  negativebehavior  ?b  ?b  officialvisits  ?a   => ?a  embassy  ?b	0.06	0.857142857	0.857142857	6	7	7	-1
?a  ngoorgs3  ?b  ?b  officialvisits  ?a   => ?a  embassy  ?b	0.06	1	1	6	6	6	-1
?b  officialvisits  ?a  ?a  relbooktranslations  ?b   => ?a  embassy  ?b	0.06	1	1	6	6	6	-1
?b  officialvisits  ?a  ?a  weightedunvote  ?b   => ?a  embassy  ?b	0.06	0.857142857	0.857142857	6	7	7	-1
?b  officialvisits  ?a  ?a  unweightedunvote  ?b   => ?a  embassy  ?b	0.06	0.857142857	0.857142857	6	7	7	-1
?a  exports3  ?b  ?b  officialvisits  ?a   => ?a  embassy  ?b	0.05	1	1	5	5	5	-1
?b  officialvisits  ?a  ?a  reltreaties  ?b   => ?a  embassy  ?b	0.05	1	1	5	5	5	-1
?b  officialvisits  ?a  ?a  officialvisits  ?b   => ?a  embassy  ?b	0.05	0.833333333	0.833333333	5	6	6	-1
?b  officialvisits  ?a  ?a  tourism  ?b   => ?a  embassy  ?b	0.05	1	1	5	5	5	-1
?a  nonviolentbehavior  ?b  ?b  officialvisits  ?a   => ?a  embassy  ?b	0.04	1	1	4	4	4	-1
?a  negativecomm  ?b  ?b  officialvisits  ?a   => ?a  embassy  ?b	0.04	1	1	4	4	4	-1
?a  commonbloc0  ?b  ?b  officialvisits  ?a   => ?a  embassy  ?b	0.04	1	1	4	4	4	-1
?a  boycottembargo  ?b  ?b  officialvisits  ?a   => ?a  embassy  ?b	0.03	1	1	3	3	3	-1
?a  militaryalliance  ?b  ?b  officialvisits  ?a   => ?a  embassy  ?b	0.03	1	1	3	3	3	-1
?a  expeldiplomats  ?b  ?b  officialvisits  ?a   => ?a  embassy  ?b	0.02	1	1	2	2	2	-1
?a  aidenemy  ?b  ?b  officialvisits  ?a   => ?a  embassy  ?b	0.01	1	1	1	1	1	-1
?b  officialvisits  ?a  ?a  unoffialacts  ?b   => ?a  embassy  ?b	0.01	1	1	1	1	1	-1
?b  officialvisits  ?a  ?a  timesincewar  ?b   => ?a  embassy  ?b	0.01	1	1	1	1	1	-1
?b  officialvisits  ?a  ?b  tourism  ?a   => ?a  embassy  ?b	0.06	0.857142857	0.857142857	6	7	7	-1
?b  militaryalliance  ?a  ?b  officialvisits  ?a   => ?a  embassy  ?b	0.05	0.833333333	0.833333333	5	6	6	-1
?b  booktranslations  ?a  ?b  officialvisits  ?a   => ?a  embassy  ?b	0.05	1	1	5	5	5	-1
?b  economicaid  ?a  ?b  officialvisits  ?a   => ?a  embassy  ?b	0.04	1	1	4	4	4	-1
?b  officialvisits  ?a  ?b  releconomicaid  ?a   => ?a  embassy  ?b	0.05	1	1	5	5	5	-1
?b  commonbloc0  ?a  ?b  officialvisits  ?a   => ?a  embassy  ?b	0.04	1	1	4	4	4	-1
?b  boycottembargo  ?a  ?b  officialvisits  ?a   => ?a  embassy  ?b	0.03	1	1	3	3	3	-1
?b  negativecomm  ?a  ?b  officialvisits  ?a   => ?a  embassy  ?b	0.03	1	1	3	3	3	-1
?b  officialvisits  ?a  ?b  relstudents  ?a   => ?a  embassy  ?b	0.01	1	1	1	1	1	-1
?b  booktranslations  ?a  ?a  weightedunvote  ?b   => ?a  embassy  ?b	0.12	0.75	0.75	12	16	16	-1
?b  booktranslations  ?a  ?a  commonbloc1  ?b   => ?a  embassy  ?b	0.1	1	1	10	10	10	-1
?b  booktranslations  ?a  ?a  negativebehavior  ?b   => ?a  embassy  ?b	0.08	0.8	0.8	8	10	10	-1
?b  booktranslations  ?a  ?a  relexportbooks  ?b   => ?a  embassy  ?b	0.07	0.7	0.7	7	10	10	-1
?b  booktranslations  ?a  ?a  unweightedunvote  ?b   => ?a  embassy  ?b	0.07	0.7	0.7	7	10	10	-1
?b  booktranslations  ?a  ?a  boycottembargo  ?b   => ?a  embassy  ?b	0.04	1	1	4	4	4	-1
?b  booktranslations  ?a  ?a  pprotests  ?b   => ?a  embassy  ?b	0.03	0.75	0.75	3	4	4	-1
?b  booktranslations  ?a  ?a  negativecomm  ?b   => ?a  embassy  ?b	0.03	0.75	0.75	3	4	4	-1
?b  booktranslations  ?a  ?a  expeldiplomats  ?b   => ?a  embassy  ?b	0.02	1	1	2	2	2	-1
?b  booktranslations  ?a  ?a  dependent  ?b   => ?a  embassy  ?b	0.01	1	1	1	1	1	-1
?b  booktranslations  ?a  ?a  warning  ?b   => ?a  embassy  ?b	0.01	1	1	1	1	1	-1
?b  booktranslations  ?a  ?a  lostterritory  ?b   => ?a  embassy  ?b	0.01	1	1	1	1	1	-1
?b  booktranslations  ?a  ?a  unoffialacts  ?b   => ?a  embassy  ?b	0.01	1	1	1	1	1	-1
?a  aidenemy  ?b  ?b  booktranslations  ?a   => ?a  embassy  ?b	0.01	1	1	1	1	1	-1
?b  booktranslations  ?a  ?b  negativecomm  ?a   => ?a  embassy  ?b	0.07	0.875	0.875	7	8	8	-1
?b  booktranslations  ?a  ?b  relstudents  ?a   => ?a  embassy  ?b	0.06	0.857142857	0.857142857	6	7	7	-1
?b  booktranslations  ?a  ?b  students  ?a   => ?a  embassy  ?b	0.06	0.857142857	0.857142857	6	7	7	-1
?b  booktranslations  ?a  ?b  commonbloc0  ?a   => ?a  embassy  ?b	0.05	0.714285714	0.714285714	5	7	7	-1
?b  accusation  ?a  ?b  booktranslations  ?a   => ?a  embassy  ?b	0.05	0.833333333	0.833333333	5	6	6	-1
?b  booktranslations  ?a  ?b  tourism3  ?a   => ?a  embassy  ?b	0.05	0.833333333	0.833333333	5	6	6	-1
?b  booktranslations  ?a  ?b  pprotests  ?a   => ?a  embassy  ?b	0.04	1	1	4	4	4	-1
?b  booktranslations  ?a  ?b  relemigrants  ?a   => ?a  embassy  ?b	0.03	1	1	3	3	3	-1
?b  booktranslations  ?a  ?b  boycottembargo  ?a   => ?a  embassy  ?b	0.03	1	1	3	3	3	-1
?b  booktranslations  ?a  ?b  emigrants3  ?a   => ?a  embassy  ?b	0.03	0.75	0.75	3	4	4	-1
?b  booktranslations  ?a  ?b  economicaid  ?a   => ?a  embassy  ?b	0.01	1	1	1	1	1	-1
?b  booktranslations  ?a  ?b  severdiplomatic  ?a   => ?a  embassy  ?b	0.01	1	1	1	1	1	-1
?b  booktranslations  ?a  ?b  releconomicaid  ?a   => ?a  embassy  ?b	0.01	1	1	1	1	1	-1
?b  booktranslations  ?a  ?b  unoffialacts  ?a   => ?a  embassy  ?b	0.01	1	1	1	1	1	-1
?b  accusation  ?a  ?a  timesinceally  ?b   => ?a  embassy  ?b	0.07	0.777777778	0.777777778	7	9	9	-1
?b  accusation  ?a  ?a  commonbloc1  ?b   => ?a  embassy  ?b	0.06	1	1	6	6	6	-1
?b  accusation  ?a  ?a  boycottembargo  ?b   => ?a  embassy  ?b	0.05	1	1	5	5	5	-1
?b  accusation  ?a  ?a  reldiplomacy  ?b   => ?a  embassy  ?b	0.05	0.833333333	0.833333333	5	6	6	-1
?b  accusation  ?a  ?a  independence  ?b   => ?a  embassy  ?b	0.05	0.714285714	0.714285714	5	7	7	-1
?b  accusation  ?a  ?a  treaties  ?b   => ?a  embassy  ?b	0.05	0.714285714	0.714285714	5	7	7	-1
?b  accusation  ?a  ?a  intergovorgs  ?b   => ?a  embassy  ?b	0.05	0.833333333	0.833333333	5	6	6	-1
?b  accusation  ?a  ?a  officialvisits  ?b   => ?a  embassy  ?b	0.04	1	1	4	4	4	-1
?b  accusation  ?a  ?a  weightedunvote  ?b   => ?a  embassy  ?b	0.04	1	1	4	4	4	-1
?b  accusation  ?a  ?a  ngo  ?b   => ?a  embassy  ?b	0.04	0.8	0.8	4	5	5	-1
?b  accusation  ?a  ?a  intergovorgs3  ?b   => ?a  embassy  ?b	0.04	0.8	0.8	4	5	5	-1
?b  accusation  ?a  ?a  conferences  ?b   => ?a  embassy  ?b	0.03	0.75	0.75	3	4	4	-1
?b  accusation  ?a  ?a  tourism  ?b   => ?a  embassy  ?b	0.03	1	1	3	3	3	-1
?b  accusation  ?a  ?a  reltreaties  ?b   => ?a  embassy  ?b	0.02	1	1	2	2	2	-1
?b  accusation  ?a  ?a  unoffialacts  ?b   => ?a  embassy  ?b	0.02	1	1	2	2	2	-1
?b  accusation  ?a  ?a  unweightedunvote  ?b   => ?a  embassy  ?b	0.02	1	1	2	2	2	-1
?b  accusation  ?a  ?a  reltourism  ?b   => ?a  embassy  ?b	0.02	1	1	2	2	2	-1
?b  accusation  ?a  ?a  relexports  ?b   => ?a  embassy  ?b	0.01	1	1	1	1	1	-1
?b  accusation  ?a  ?a  relexportbooks  ?b   => ?a  embassy  ?b	0.01	1	1	1	1	1	-1
?b  accusation  ?a  ?a  expeldiplomats  ?b   => ?a  embassy  ?b	0.01	1	1	1	1	1	-1
?b  accusation  ?a  ?a  students  ?b   => ?a  embassy  ?b	0.01	1	1	1	1	1	-1
?b  accusation  ?a  ?a  militaryalliance  ?b   => ?a  embassy  ?b	0.01	1	1	1	1	1	-1
?b  accusation  ?a  ?a  exports3  ?b   => ?a  embassy  ?b	0.01	1	1	1	1	1	-1
?b  accusation  ?a  ?b  pprotests  ?a   => ?a  embassy  ?b	0.07	0.777777778	0.777777778	7	9	9	-1
?b  accusation  ?a  ?b  boycottembargo  ?a   => ?a  embassy  ?b	0.04	1	1	4	4	4	-1
?b  accusation  ?a  ?b  students  ?a   => ?a  embassy  ?b	0.03	0.75	0.75	3	4	4	-1
?b  accusation  ?a  ?b  relstudents  ?a   => ?a  embassy  ?b	0.02	1	1	2	2	2	-1
?b  accusation  ?a  ?b  tourism  ?a   => ?a  embassy  ?b	0.02	1	1	2	2	2	-1
?b  accusation  ?a  ?b  releconomicaid  ?a   => ?a  embassy  ?b	0.01	1	1	1	1	1	-1
?b  accusation  ?a  ?b  reltourism  ?a   => ?a  embassy  ?b	0.01	1	1	1	1	1	-1
?b  accusation  ?a  ?b  dependent  ?a   => ?a  embassy  ?b	0.01	1	1	1	1	1	-1
?b  accusation  ?a  ?b  economicaid  ?a   => ?a  embassy  ?b	0.01	1	1	1	1	1	-1
?b  commonbloc0  ?a  ?a  commonbloc0  ?b   => ?a  embassy  ?b	0.13	0.590909091	0.590909091	13	22	22	-1
?b  commonbloc0  ?a  ?a  ngo  ?b   => ?a  embassy  ?b	0.09	0.642857143	0.642857143	9	14	14	-1
?b  commonbloc0  ?a  ?a  treaties  ?b   => ?a  embassy  ?b	0.07	0.583333333	0.583333333	7	12	12	-1
?b  commonbloc0  ?a  ?a  reltreaties  ?b   => ?a  embassy  ?b	0.07	1	1	7	7	7	-1
?b  commonbloc0  ?a  ?a  reldiplomacy  ?b   => ?a  embassy  ?b	0.06	0.75	0.75	6	8	8	-1
?b  commonbloc0  ?a  ?a  relintergovorgs  ?b   => ?a  embassy  ?b	0.05	0.714285714	0.714285714	5	7	7	-1
?b  commonbloc0  ?a  ?a  relbooktranslations  ?b   => ?a  embassy  ?b	0.04	0.666666667	0.666666667	4	6	6	-1
?b  commonbloc0  ?a  ?a  officialvisits  ?b   => ?a  embassy  ?b	0.03	0.75	0.75	3	4	4	-1
?b  commonbloc0  ?a  ?a  tourism  ?b   => ?a  embassy  ?b	0.02	1	1	2	2	2	-1
?b  commonbloc0  ?a  ?a  reltourism  ?b   => ?a  embassy  ?b	0.02	1	1	2	2	2	-1
?b  commonbloc0  ?a  ?a  expeldiplomats  ?b   => ?a  embassy  ?b	0.03	1	1	3	3	3	-1
?b  commonbloc0  ?a  ?a  relexportbooks  ?b   => ?a  embassy  ?b	0.01	1	1	1	1	1	-1
?b  commonbloc0  ?a  ?a  students  ?b   => ?a  embassy  ?b	0.01	1	1	1	1	1	-1
?b  commonbloc0  ?a  ?a  emigrants3  ?b   => ?a  embassy  ?b	0.01	1	1	1	1	1	-1
?b  commonbloc0  ?a  ?a  unoffialacts  ?b   => ?a  embassy  ?b	0.01	1	1	1	1	1	-1
?b  commonbloc0  ?a  ?a  relemigrants  ?b   => ?a  embassy  ?b	0.01	1	1	1	1	1	-1
?b  commonbloc0  ?a  ?a  tourism3  ?b   => ?a  embassy  ?b	0.01	1	1	1	1	1	-1
?b  commonbloc0  ?a  ?b  pprotests  ?a   => ?a  embassy  ?b	0.05	0.833333333	0.833333333	5	6	6	-1
?b  commonbloc0  ?a  ?b  negativecomm  ?a   => ?a  embassy  ?b	0.05	0.833333333	0.833333333	5	6	6	-1
?b  commonbloc0  ?a  ?b  nonviolentbehavior  ?a   => ?a  embassy  ?b	0.03	0.6	0.6	3	5	5	-1
?b  commonbloc0  ?a  ?b  reltourism  ?a   => ?a  embassy  ?b	0.02	1	1	2	2	2	-1
?b  commonbloc0  ?a  ?b  tourism  ?a   => ?a  embassy  ?b	0.02	1	1	2	2	2	-1
?b  commonbloc0  ?a  ?b  unoffialacts  ?a   => ?a  embassy  ?b	0.01	1	1	1	1	1	-1
?b  commonbloc0  ?a  ?b  tourism3  ?a   => ?a  embassy  ?b	0.01	1	1	1	1	1	-1
?b  tourism  ?a  ?a  treaties  ?b   => ?a  embassy  ?b	0.1	0.588235294	0.588235294	10	17	17	-1
?b  commonbloc0  ?a  ?b  students  ?a   => ?a  embassy  ?b	0.01	1	1	1	1	1	-1
?a  relngo  ?b  ?b  tourism  ?a   => ?a  embassy  ?b	0.09	0.6	0.6	9	15	15	-1
?a  booktranslations  ?b  ?b  tourism  ?a   => ?a  embassy  ?b	0.07	0.583333333	0.583333333	7	12	12	-1
?a  ngoorgs3  ?b  ?b  tourism  ?a   => ?a  embassy  ?b	0.07	0.636363636	0.636363636	7	11	11	-1
?a  negativebehavior  ?b  ?b  tourism  ?a   => ?a  embassy  ?b	0.04	0.8	0.8	4	5	5	-1
?a  reldiplomacy  ?b  ?b  tourism  ?a   => ?a  embassy  ?b	0.05	0.714285714	0.714285714	5	7	7	-1
?a  commonbloc1  ?b  ?b  tourism  ?a   => ?a  embassy  ?b	0.04	0.666666667	0.666666667	4	6	6	-1
?a  nonviolentbehavior  ?b  ?b  tourism  ?a   => ?a  embassy  ?b	0.04	1	1	4	4	4	-1
?a  blockpositionindex  ?b  ?b  tourism  ?a   => ?a  embassy  ?b	0.03	0.75	0.75	3	4	4	-1
?a  negativecomm  ?b  ?b  tourism  ?a   => ?a  embassy  ?b	0.03	1	1	3	3	3	-1
?a  eemigrants  ?b  ?b  tourism  ?a   => ?a  embassy  ?b	0.03	0.6	0.6	3	5	5	-1
?a  commonbloc0  ?b  ?b  tourism  ?a   => ?a  embassy  ?b	0.02	1	1	2	2	2	-1
?a  pprotests  ?b  ?b  tourism  ?a   => ?a  embassy  ?b	0.02	1	1	2	2	2	-1
?a  accusation  ?b  ?b  tourism  ?a   => ?a  embassy  ?b	0.02	0.666666667	0.666666667	2	3	3	-1
?a  boycottembargo  ?b  ?b  tourism  ?a   => ?a  embassy  ?b	0.02	1	1	2	2	2	-1
?b  tourism  ?a  ?a  unoffialacts  ?b   => ?a  embassy  ?b	0.01	1	1	1	1	1	-1
?a  lostterritory  ?b  ?b  tourism  ?a   => ?a  embassy  ?b	0.01	1	1	1	1	1	-1
?a  aidenemy  ?b  ?b  tourism  ?a   => ?a  embassy  ?b	0.01	1	1	1	1	1	-1
?b  boycottembargo  ?a  ?b  tourism  ?a   => ?a  embassy  ?b	0.02	1	1	2	2	2	-1
?b  negativecomm  ?a  ?b  tourism  ?a   => ?a  embassy  ?b	0.02	1	1	2	2	2	-1
?a  commonbloc1  ?b  ?b  timesincewar  ?a   => ?a  embassy  ?b	0.06	1	1	6	6	6	-1
?b  timesincewar  ?a  ?a  timesincewar  ?b   => ?a  embassy  ?b	0.09	0.642857143	0.642857143	9	14	14	-1
?a  conferences  ?b  ?b  timesincewar  ?a   => ?a  embassy  ?b	0.04	0.666666667	0.666666667	4	6	6	-1
?a  exports3  ?b  ?b  timesincewar  ?a   => ?a  embassy  ?b	0.03	1	1	3	3	3	-1
?b  timesincewar  ?a  ?a  unweightedunvote  ?b   => ?a  embassy  ?b	0.03	0.6	0.6	3	5	5	-1
?a  relexportbooks  ?b  ?b  timesincewar  ?a   => ?a  embassy  ?b	0.03	1	1	3	3	3	-1
?a  pprotests  ?b  ?b  timesincewar  ?a   => ?a  embassy  ?b	0.03	0.6	0.6	3	5	5	-1
?a  dependent  ?b  ?b  timesincewar  ?a   => ?a  embassy  ?b	0.02	0.666666667	0.666666667	2	3	3	-1
?a  officialvisits  ?b  ?b  timesincewar  ?a   => ?a  embassy  ?b	0.01	1	1	1	1	1	-1
?b  releconomicaid  ?a  ?b  timesincewar  ?a   => ?a  embassy  ?b	0.01	1	1	1	1	1	-1
?b  students  ?a  ?b  timesincewar  ?a   => ?a  embassy  ?b	0.01	1	1	1	1	1	-1
?b  severdiplomatic  ?a  ?b  timesincewar  ?a   => ?a  embassy  ?b	0.01	1	1	1	1	1	-1
?b  relstudents  ?a  ?b  timesincewar  ?a   => ?a  embassy  ?b	0.01	1	1	1	1	1	-1
?b  economicaid  ?a  ?b  timesincewar  ?a   => ?a  embassy  ?b	0.01	1	1	1	1	1	-1
?b  timesincewar  ?a  ?b  tourism3  ?a   => ?a  embassy  ?b	0.01	1	1	1	1	1	-1
?a  conferences  ?b  ?b  militaryalliance  ?a   => ?a  embassy  ?b	0.1	0.714285714	0.714285714	10	14	14	-1
?a  independence  ?b  ?b  militaryalliance  ?a   => ?a  embassy  ?b	0.07	0.7	0.7	7	10	10	-1
?b  militaryalliance  ?a  ?a  militaryalliance  ?b   => ?a  embassy  ?b	0.07	0.7	0.7	7	10	10	-1
?a  intergovorgs3  ?b  ?b  militaryalliance  ?a   => ?a  embassy  ?b	0.07	0.7	0.7	7	10	10	-1
?b  militaryalliance  ?a  ?a  relngo  ?b   => ?a  embassy  ?b	0.07	0.7	0.7	7	10	10	-1
?a  booktranslations  ?b  ?b  militaryalliance  ?a   => ?a  embassy  ?b	0.06	0.75	0.75	6	8	8	-1
?a  exports3  ?b  ?b  militaryalliance  ?a   => ?a  embassy  ?b	0.06	0.75	0.75	6	8	8	-1
?b  militaryalliance  ?a  ?a  reldiplomacy  ?b   => ?a  embassy  ?b	0.06	0.857142857	0.857142857	6	7	7	-1
?b  militaryalliance  ?a  ?a  ngoorgs3  ?b   => ?a  embassy  ?b	0.06	0.75	0.75	6	8	8	-1
?b  militaryalliance  ?a  ?a  negativebehavior  ?b   => ?a  embassy  ?b	0.03	1	1	3	3	3	-1
?b  militaryalliance  ?a  ?a  relbooktranslations  ?b   => ?a  embassy  ?b	0.03	0.75	0.75	3	4	4	-1
?a  blockpositionindex  ?b  ?b  militaryalliance  ?a   => ?a  embassy  ?b	0.03	0.75	0.75	3	4	4	-1
?b  militaryalliance  ?a  ?a  nonviolentbehavior  ?b   => ?a  embassy  ?b	0.03	1	1	3	3	3	-1
?a  commonbloc1  ?b  ?b  militaryalliance  ?a   => ?a  embassy  ?b	0.03	0.75	0.75	3	4	4	-1
?b  militaryalliance  ?a  ?a  negativecomm  ?b   => ?a  embassy  ?b	0.02	1	1	2	2	2	-1
?b  militaryalliance  ?a  ?a  unoffialacts  ?b   => ?a  embassy  ?b	0.01	1	1	1	1	1	-1
?b  militaryalliance  ?a  ?a  pprotests  ?b   => ?a  embassy  ?b	0.01	1	1	1	1	1	-1
